"eid"	"prism.doi"	"pii"	"dc.title"	"prism.coverDate"	"prism.volume"	"prism.pageRange"	"dc.creator"	"citedby.count"	"article.number"	"source.id"	"pubmed.id"	"dc.identifier"	"Topic0"	"Topic1"	"Topic2"	"Topic3"	"Topic4"	"Topic5"	"Topic6"	"Topic7"	"Topic8"	"Topic9"	"dominant_topic"	"eid"	"pii"	"neg"	"neu"	"pos"	"compound"	"eid"	"pii"	"year"
"2-s2.0-84952916388"	"10.1016/j.jhevol.2015.09.007"	"S0047248415002225"	"The bony labyrinth of the middle Pleistocene Sima de los Huesos hominins (Sierra de Atapuerca, Spain)"	"2016-01-01"	90	"1-15"	"Quam R."	11	NA	18927	26767955	"SCOPUS_ID:84952916388"	0.83	0	0	0.06	0.04	0.08	0	0	0	0	0	"2-s2.0-84952916388"	"S0047248415002225"	0.026	0.903	0.071	0.9999	"2-s2.0-84952916388"	"S0047248415002225"	"2016"
"2-s2.0-49249148520"	"10.1016/0047-2484(79)90044-7"	"47248479900447"	"The selfish human genes"	"1979-01-01"	8	"551-553"	"Wind J."	2	NA	18927	NA	"SCOPUS_ID:49249148520"	0	0	0.84	0	0	0	0	0	0	0.15	2	"2-s2.0-49249148520"	"47248479900447"	0.064	0.82	0.116	0.9927	"2-s2.0-49249148520"	"47248479900447"	"1979"
"2-s2.0-84957618062"	"10.1016/j.jhevol.2015.11.001"	"S0047248415002675"	"Cranial base topology and basic trends in the facial evolution of Homo"	"2016-02-01"	91	"26-35"	"Bastir M."	44	NA	18927	26852811	"SCOPUS_ID:84957618062"	0.42	0	0	0.01	0.19	0.38	0	0	0	0	0	"2-s2.0-84957618062"	"S0047248415002675"	0.02	0.903	0.077	0.9997	"2-s2.0-84957618062"	"S0047248415002675"	"2016"
"2-s2.0-85082689968"	"10.1016/j.jhevol.2019.102734"	"S0047248419303653"	"The endocast of the late Middle Paleolithic Manot 1 specimen, Western Galilee, Israel"	"2020-01-01"	NA	"xx-xx"	"Grimaud-Hervé D."	0	102734	18927	NA	"SCOPUS_ID:85082689968"	0.69	0	0	0	0.2	0.04	0.06	0	0	0.01	0	"2-s2.0-85082689968"	"S0047248419303653"	0.027	0.9	0.073	0.9999	"2-s2.0-85082689968"	"S0047248419303653"	"2020"
"2-s2.0-0037361706"	"10.1016/S0047-2484(02)00202-6"	"S0047248402002026"	"Radiocarbon dating the appearance of modern humans and timing of cultural innovations in Europe: New results and new challenges"	"2003-01-01"	44	"331-371"	"Conard N.J."	277	NA	18927	12657520	"SCOPUS_ID:0037361706"	0.07	0	0.01	0	0	0	0.92	0	0	0	6	"2-s2.0-0037361706"	"S0047248402002026"	0.051	0.88	0.069	0.9993	"2-s2.0-0037361706"	"S0047248402002026"	"2003"
"2-s2.0-0019171424"	"10.1016/0047-2484(80)90088-3"	"0047-2484(80)90088-3"	"Sex-diagnosis of isolated Os coxae by discriminant functions"	"1980-01-01"	9	"597-600"	"Seidler H."	17	NA	18927	NA	"SCOPUS_ID:0019171424"	0.05	0	0.61	0.32	0	0	0	0.02	0	0	2	"2-s2.0-0019171424"	"0047-2484(80)90088-3"	0.023	0.867	0.111	0.9986	"2-s2.0-0019171424"	"0047-2484(80)90088-3"	"1980"
"2-s2.0-79956071060"	"10.1016/j.jhevol.2011.02.010"	"S0047248411000637"	"Stone tool use by adult wild bearded capuchin monkeys (Cebus libidinosus). Frequency, efficiency and tool selectivity"	"2011-01-01"	61	"97-107"	"Spagnoletti N."	73	NA	18927	NA	"SCOPUS_ID:79956071060"	0	0	0	0.06	0	0	0.05	0	0	0.89	9	"2-s2.0-79956071060"	"S0047248411000637"	0.031	0.882	0.087	0.9999	"2-s2.0-79956071060"	"S0047248411000637"	"2011"
"2-s2.0-33745189416"	"10.1016/j.jhevol.2006.04.002"	"S0047248406000571"	"Archaeological inference and Oldowan behavior"	"2006-01-01"	51	"106-108"	"Braun D."	10	NA	18927	16780924	"SCOPUS_ID:33745189416"	0	0	0.06	0.06	0	0	0.87	0	0	0	6	"2-s2.0-33745189416"	"S0047248406000571"	0.023	0.893	0.084	0.9975	"2-s2.0-33745189416"	"S0047248406000571"	"2006"
"2-s2.0-0030435628"	"10.1006/jhev.1996.0071"	"S0047248496900718"	"Another look at the australopithecine hip"	"1996-01-01"	31	"455-476"	"Maclatchy L."	35	NA	18927	NA	"SCOPUS_ID:0030435628"	0	0	0	0.73	0.14	0	0	0.12	0	0	3	"2-s2.0-0030435628"	"S0047248496900718"	0.065	0.834	0.101	0.9559	"2-s2.0-0030435628"	"S0047248496900718"	"1996"
"2-s2.0-0344976254"	"10.1016/S0047-2484(85)80022-1"	"S0047248485800221"	"Bone chemistry and past behavior: an overview"	"1985-01-01"	14	"419-447"	"Price T."	94	NA	18927	NA	"SCOPUS_ID:0344976254"	0	0.34	0.45	0.04	0	0	0.11	0	0	0.06	2	"2-s2.0-0344976254"	"S0047248485800221"	0.035	0.884	0.082	0.9999	"2-s2.0-0344976254"	"S0047248485800221"	"1985"
"2-s2.0-0015901330"	"10.1016/0047-2484(73)90132-2"	"47248473901322"	"New Australopithecus femora from East Rudolf, Kenya"	"1973-01-01"	2	"545-555"	"Walker A."	60	NA	18927	NA	"SCOPUS_ID:0015901330"	0	0	0.05	0.22	0.49	0	0	0.25	0	0	4	"2-s2.0-0015901330"	"47248473901322"	0.035	0.88	0.085	0.9995	"2-s2.0-0015901330"	"47248473901322"	"1973"
"2-s2.0-0020319168"	"10.1016/S0047-2484(82)80091-2"	"S0047248482800912"	"The development of cortisol rhythmicity and social responsiveness in protein deprived and non-deprived rhesus infants"	"1982-01-01"	11	"367-375"	"Hill S."	0	NA	18927	NA	"SCOPUS_ID:0020319168"	0	0	0.16	0	0	0	0	0	0	0.83	9	"2-s2.0-0020319168"	"S0047248482800912"	0.116	0.808	0.076	-0.9983	"2-s2.0-0020319168"	"S0047248482800912"	"1982"
"2-s2.0-0038828844"	"10.1016/S0047-2484(85)80067-1"	"S0047248485800671"	"Surface marks on bones from a neolithic collective grave (odagsen, lower saxony). A study on differential diagnosis"	"1985-01-01"	14	"263-274"	"Eickhoff S."	41	NA	18927	NA	"SCOPUS_ID:0038828844"	0	0	0.24	0.02	0.01	0	0.62	0.02	0.05	0.03	6	"2-s2.0-0038828844"	"S0047248485800671"	0.068	0.867	0.065	-0.9698	"2-s2.0-0038828844"	"S0047248485800671"	"1985"
"2-s2.0-0018758548"	"10.1016/0047-2484(79)90057-5"	"47248479900575"	"Biomechanical analysis of primate bipedal walking by computer simulation"	"1979-01-01"	8	"337-349"	"Yamazaki N."	40	NA	18927	NA	"SCOPUS_ID:0018758548"	0	0	0.2	0.77	0	0	0	0	0	0.04	3	"2-s2.0-0018758548"	"47248479900575"	0.015	0.899	0.085	0.9996	"2-s2.0-0018758548"	"47248479900575"	"1979"
"2-s2.0-0031262239"	"10.1006/jhev.1997.0158"	"S0047248497901585"	"Fuente Nueva-3 (Orce, Granada, Spain) and the first human occupation of Europe"	"1997-01-01"	33	"611-620"	"Martínez Navarro B."	151	NA	18927	9403081	"SCOPUS_ID:0031262239"	0.51	0.37	0	0	0	0	0.12	0	0	0	0	"2-s2.0-0031262239"	"S0047248497901585"	0.02	0.946	0.034	0.9136	"2-s2.0-0031262239"	"S0047248497901585"	"1997"
"2-s2.0-77954217964"	"10.1016/j.jhevol.2010.01.009"	"S0047248410000254"	"Dental and phylogeographic patterns of variation in gorillas"	"2010-01-01"	59	"16-34"	"Pilbrow V."	17	NA	18927	20494403	"SCOPUS_ID:77954217964"	0	0.28	0.08	0	0	0.45	0	0.02	0.07	0.1	5	"2-s2.0-77954217964"	"S0047248410000254"	0.031	0.91	0.059	0.9998	"2-s2.0-77954217964"	"S0047248410000254"	"2010"
"2-s2.0-28044451066"	"10.1016/j.jhevol.2005.04.012"	"S0047248405001508"	"How old is human longevity?"	"2005-01-01"	49	"650-653"	"Hawkes K."	22	NA	18927	16226787	"SCOPUS_ID:28044451066"	0.09	0	0.24	0.12	0	0.04	0.08	0	0.07	0.37	9	"2-s2.0-28044451066"	"S0047248405001508"	0.056	0.892	0.052	-0.9695	"2-s2.0-28044451066"	"S0047248405001508"	"2005"
"2-s2.0-0000024068"	"10.1006/jhev.1996.0078"	"S0047248496900780"	"Randomization procedures and sexual dimorphism in Australopithecus afarensis"	"1996-01-01"	31	"537-548"	"Lockwood C."	119	NA	18927	NA	"SCOPUS_ID:0000024068"	0	0	0	0.51	0.47	0	0	0	0	0	3	"2-s2.0-0000024068"	"S0047248496900780"	0	0.929	0.071	0.9413	"2-s2.0-0000024068"	"S0047248496900780"	"1996"
"2-s2.0-0015905337"	"10.1016/0047-2484(73)90126-7"	"47248473901267"	"Australopithecus, Meganthropus and Ramapithecus"	"1973-01-01"	2	"487-491"	"von Koenigswald G."	15	NA	18927	NA	"SCOPUS_ID:0015905337"	0	0.2	0.21	0	0.43	0	0	0.06	0.09	0	4	"2-s2.0-0015905337"	"47248473901267"	0.033	0.876	0.092	0.9989	"2-s2.0-0015905337"	"47248473901267"	"1973"
"2-s2.0-85077929708"	"10.1016/j.jhevol.2019.102642"	"S0047248419302520"	"Cercopithecid fossils from Kanapoi, West Turkana, Kenya (2007–2015)"	"2020-03-01"	140	"xx-xx"	"Frost S.R."	5	102642	18927	31959361	"SCOPUS_ID:85077929708"	0	0.31	0	0	0.51	0	0	0.07	0.11	0	4	"2-s2.0-85077929708"	"S0047248419302520"	0.036	0.916	0.048	0.9983	"2-s2.0-85077929708"	"S0047248419302520"	"2020"
"2-s2.0-21444441336"	"10.1016/j.jhevol.2004.04.003"	"S0047248404000648"	"On the earliest human occupation in North Africa: a response to Geraads et al."	"2004-06-01"	46	"763-775"	"Sahnouni M."	23	NA	18927	NA	"SCOPUS_ID:21444441336"	0.02	0.4	0	0	0.06	0	0.34	0.05	0.14	0	1	"2-s2.0-21444441336"	"S0047248404000648"	0.035	0.904	0.061	0.9978	"2-s2.0-21444441336"	"S0047248404000648"	"2004"
"2-s2.0-80052273672"	"10.1016/j.jhevol.2011.04.009"	"S0047248411001114"	"New 1.5 million-year-old Homo erectus maxilla from Sangiran (Central Java, Indonesia)"	"2011-01-01"	61	"363-376"	"Zaim Y."	41	NA	18927	NA	"SCOPUS_ID:80052273672"	0.07	0.24	0	0	0.46	0	0.06	0	0.17	0	4	"2-s2.0-80052273672"	"S0047248411001114"	0.014	0.922	0.064	0.9998	"2-s2.0-80052273672"	"S0047248411001114"	"2011"
"2-s2.0-84957690288"	"10.1016/j.jhevol.2015.10.008"	"S0047248415002481"	"Middle Palaeolithic toolstone procurement behaviors at Lusakert Cave 1, Hrazdan valley, Armenia"	"2016-02-01"	91	"73-92"	"Frahm E."	17	NA	18927	26852814	"SCOPUS_ID:84957690288"	0	0.02	0.03	0.01	0	0.08	0.86	0	0	0	6	"2-s2.0-84957690288"	"S0047248415002481"	0.026	0.899	0.074	0.9999	"2-s2.0-84957690288"	"S0047248415002481"	"2016"
"2-s2.0-77957679589"	"10.1016/j.jhevol.2010.07.003"	"S0047248410001296"	"Shellfish gathering, marine paleoecology and modern human behavior: Perspectives from cave PP13B, Pinnacle Point, South Africa"	"2010-01-01"	59	"412-424"	"Jerardino A."	131	NA	18927	NA	"SCOPUS_ID:77957679589"	0	0.09	0.01	0.01	0	0	0.87	0	0	0.02	6	"2-s2.0-77957679589"	"S0047248410001296"	0.034	0.901	0.065	0.9996	"2-s2.0-77957679589"	"S0047248410001296"	"2010"
"2-s2.0-0012895095"	"10.1016/S0047-2484(81)80046-2"	"S0047248481800462"	"The intelligence of Oldowan hominids"	"1981-01-01"	10	"529-541"	"Wynn T."	64	NA	18927	NA	"SCOPUS_ID:0012895095"	0	0	0.41	0	0	0.03	0.28	0	0	0.28	2	"2-s2.0-0012895095"	"S0047248481800462"	0.031	0.819	0.151	1	"2-s2.0-0012895095"	"S0047248481800462"	"1981"
"2-s2.0-70449707226"	"10.1016/j.jhevol.2009.05.011"	"S0047248409001043"	"New primate carpal bones from Rudabánya (late Miocene, Hungary): taxonomic and functional implications"	"2009-01-01"	57	"697-709"	"Kivell T."	20	NA	18927	19709719	"SCOPUS_ID:70449707226"	0	0	0	0.06	0.01	0	0	0.93	0	0	7	"2-s2.0-70449707226"	"S0047248409001043"	0.015	0.909	0.076	0.9998	"2-s2.0-70449707226"	"S0047248409001043"	"2009"
"2-s2.0-77958189205"	"10.1016/j.jhevol.2010.05.009"	"S004724841000148X"	"Mandibular molar root morphology in Neanderthals and Late Pleistocene and recent Homo sapiens"	"2010-01-01"	59	"525-541"	"Kupczik K."	83	NA	18927	NA	"SCOPUS_ID:77958189205"	0.29	0	0.01	0	0	0.16	0	0	0.53	0	8	"2-s2.0-77958189205"	"S004724841000148X"	0.022	0.925	0.053	0.9997	"2-s2.0-77958189205"	"S004724841000148X"	"2010"
"2-s2.0-84875229368"	"10.1016/j.jhevol.2013.01.011"	"S0047248413000298"	"Understanding the comparative catarrhine context of human pelvic form: A 3D geometric morphometric analysis"	"2013-01-01"	64	"300-310"	"Lycett S."	17	NA	18927	23452956	"SCOPUS_ID:84875229368"	0.04	0	0	0.25	0	0.47	0	0.24	0	0	5	"2-s2.0-84875229368"	"S0047248413000298"	0.023	0.895	0.082	0.9998	"2-s2.0-84875229368"	"S0047248413000298"	"2013"
"2-s2.0-0026479976"	"10.1016/0047-2484(92)90060-M"	"004724849290060M"	"The indriid ischium and the hominid hip"	"1992-01-01"	22	"285-305"	"Fleagle J."	45	NA	18927	NA	"SCOPUS_ID:0026479976"	0	0	0	0.19	0	0	0	0.74	0	0.07	7	"2-s2.0-0026479976"	"004724849290060M"	0.025	0.905	0.07	0.9997	"2-s2.0-0026479976"	"004724849290060M"	"1992"
"2-s2.0-85089383026"	"10.1016/j.jhevol.2020.102854"	"S0047248420301159"	"Three-dimensional geometric morphometrics of thorax-pelvis covariation and its potential for predicting the thorax morphology: A case study on Kebara 2 Neandertal"	"2020-10-01"	147	"xx-xx"	"Torres-Tamayo N."	0	102854	18927	32805525	"SCOPUS_ID:85089383026"	0.51	0	0	0.25	0.02	0.21	0	0	0	0	0	"2-s2.0-85089383026"	"S0047248420301159"	0.032	0.913	0.056	0.9997	"2-s2.0-85089383026"	"S0047248420301159"	"2020"
"2-s2.0-0018926772"	"10.1016/0047-2484(80)90020-2"	"47248480900202"	"Genetic aspects of migration in a rhesus monkey population"	"1980-01-01"	9	"197-203"	"Ober C."	7	NA	18927	NA	"SCOPUS_ID:0018926772"	0	0	0.85	0	0	0	0	0	0	0.15	2	"2-s2.0-0018926772"	"47248480900202"	0.011	0.928	0.061	0.999	"2-s2.0-0018926772"	"47248480900202"	"1980"
"2-s2.0-0036803024"	"10.1016/S0047-2484(02)90583-X"	"S004724840290583X"	"The South African early fossil hominids and John Talbot Robinson (1923-2001)"	"2002-01-01"	43	"563-576"	"Tobias P."	4	NA	18927	NA	"SCOPUS_ID:0036803024"	0	0	0.09	0	0.82	0.01	0.07	0.01	0	0	4	"2-s2.0-0036803024"	"S004724840290583X"	0.014	0.944	0.042	0.9698	"2-s2.0-0036803024"	"S004724840290583X"	"2002"
"2-s2.0-0031254724"	"10.1006/jhev.1997.0170"	"S0047248497901706"	"The \"radiator\" bias. A reply to Falk &amp; Gage"	"1997-01-01"	33	"503-506"	"Braga J."	7	NA	18927	9361256	"SCOPUS_ID:0031254724"	0.49	0	0.03	0	0.16	0.06	0	0.07	0	0.18	0	"2-s2.0-0031254724"	"S0047248497901706"	0.008	0.943	0.049	0.9349	"2-s2.0-0031254724"	"S0047248497901706"	"1997"
"2-s2.0-39049119813"	"10.1016/j.jhevol.2007.09.007"	"S0047248407001996"	"Anatomy of the bony pelvis of a relatively large-bodied strepsirrhine primate from the late middle Eocene Pondaung Formation (central Myanmar)"	"2008-01-01"	54	"391-404"	"Marivaux L."	13	NA	18927	17996275	"SCOPUS_ID:39049119813"	0	0.04	0	0.04	0.02	0	0	0.9	0	0	7	"2-s2.0-39049119813"	"S0047248407001996"	0.021	0.907	0.073	0.9998	"2-s2.0-39049119813"	"S0047248407001996"	"2008"
"2-s2.0-0019123013"	"10.1016/0047-2484(80)90065-2"	"47248480900652"	"Genetic distances, geographic distances and migration between four villages of a single region in Slovakia"	"1980-01-01"	9	"573-581"	"Ferák V."	1	NA	18927	NA	"SCOPUS_ID:0019123013"	0	0	1	0	0	0	0	0	0	0	2	"2-s2.0-0019123013"	"47248480900652"	0.047	0.879	0.074	0.9948	"2-s2.0-0019123013"	"47248480900652"	"1980"
"2-s2.0-0015889298"	"10.1016/0047-2484(73)90013-4"	"47248473900134"	"Chromosome banding terminology"	"1973-01-01"	2	"333-335"	""	0	NA	18927	NA	"SCOPUS_ID:0015889298"	0	0	0.99	0	0	0	0	0	0	0	2	"2-s2.0-0015889298"	"47248473900134"	0.031	0.91	0.058	0.8658	"2-s2.0-0015889298"	"47248473900134"	"1973"
"2-s2.0-34249680136"	"10.1016/j.jhevol.2007.01.007"	"S0047248407000450"	"Molar crown formation in the Late Miocene Asian hominoids, Sivapithecus parvada and Sivapithecus indicus"	"2007-01-01"	53	"61-68"	"Mahoney P."	24	NA	18927	17512035	"SCOPUS_ID:34249680136"	0	0	0.05	0.03	0	0.04	0	0.11	0.75	0.01	8	"2-s2.0-34249680136"	"S0047248407000450"	0.01	0.911	0.079	0.9998	"2-s2.0-34249680136"	"S0047248407000450"	"2007"
"2-s2.0-0016679915"	"10.1016/0047-2484(75)90141-4"	"47248475901414"	"New discovery of an Archanthropian in Morocco"	"1975-01-01"	4	"441-443"	"Ennouchi E."	1	NA	18927	NA	"SCOPUS_ID:0016679915"	0.1	0	0.16	0	0.28	0	0.14	0	0.33	0	8	"2-s2.0-0016679915"	"47248475901414"	0.039	0.89	0.071	0.9689	"2-s2.0-0016679915"	"47248475901414"	"1975"
"2-s2.0-85046170123"	"10.1016/j.jhevol.2018.03.007"	"S0047248417304530"	"Patterns of lateral enamel growth in Homo naledi as assessed through perikymata distribution and number"	"2018-08-01"	121	"40-54"	"Guatelli-Steinberg D."	6	NA	18927	29709292	"SCOPUS_ID:85046170123"	0.15	0	0.09	0	0.12	0.16	0	0	0.47	0	8	"2-s2.0-85046170123"	"S0047248417304530"	0.021	0.881	0.098	0.9999	"2-s2.0-85046170123"	"S0047248417304530"	"2018"
"2-s2.0-0018130134"	"10.1016/S0047-2484(78)80071-2"	"S0047248478800712"	"On the increase of cranial capacity in mankind's lineage: Augments and elaborations"	"1978-01-01"	7	"295-305"	"Zindler R.E."	5	NA	18927	NA	"SCOPUS_ID:0018130134"	0	0.12	0.42	0	0.24	0.11	0.01	0.06	0	0.04	2	"2-s2.0-0018130134"	"S0047248478800712"	0.019	0.907	0.073	0.9996	"2-s2.0-0018130134"	"S0047248478800712"	"1978"
"2-s2.0-14544273708"	"10.1016/j.jhevol.2004.09.006"	"S0047248404001848"	"Sexual dimorphism in Australopithecus afarensis revisited: How strong is the case for a human-like pattern of dimorphism?"	"2005-01-01"	48	"313-320"	"Plavcan J."	69	NA	18927	15737396	"SCOPUS_ID:14544273708"	0	0	0	0.73	0.2	0.04	0	0	0	0.04	3	"2-s2.0-14544273708"	"S0047248404001848"	0.035	0.877	0.089	0.9991	"2-s2.0-14544273708"	"S0047248404001848"	"2005"
"2-s2.0-84875210773"	"10.1016/j.jhevol.2012.12.002"	"S0047248413000109"	"Reassessment of the La Ferrassie 3 Neandertal ossicular chain"	"2013-01-01"	64	"250-262"	"Quam R."	14	NA	18927	23434318	"SCOPUS_ID:84875210773"	0.73	0	0.03	0.07	0.06	0.02	0	0.09	0	0	0	"2-s2.0-84875210773"	"S0047248413000109"	0.026	0.894	0.08	0.9999	"2-s2.0-84875210773"	"S0047248413000109"	"2013"
"2-s2.0-0018252325"	"10.1016/S0047-2484(78)80065-7"	"S0047248478800657"	"Role of the HLA system in anthropology: Application to an isolated population, the Kel Kummer tribe"	"1978-01-01"	7	"679-682"	"Chaventré A."	1	NA	18927	NA	"SCOPUS_ID:0018252325"	0	0	0.99	0	0	0	0.01	0	0	0	2	"2-s2.0-0018252325"	"S0047248478800657"	0.042	0.867	0.091	0.9957	"2-s2.0-0018252325"	"S0047248478800657"	"1978"
"2-s2.0-33748912538"	"10.1016/j.jhevol.2006.04.011"	"S0047248406000947"	"Species resilience in Pleistocene hominids that traveled far and ate widely: An analogy to the wolf-like canids"	"2006-01-01"	51	"383-394"	"Arcadi A."	17	NA	18927	16904731	"SCOPUS_ID:33748912538"	0.03	0.29	0.24	0.04	0.01	0.08	0	0	0	0.29	1	"2-s2.0-33748912538"	"S0047248406000947"	0.031	0.896	0.073	0.9998	"2-s2.0-33748912538"	"S0047248406000947"	"2006"
"2-s2.0-0018173587"	"10.1016/S0047-2484(78)80020-7"	"S0047248478800207"	"New estimations of stature and cranial capacity in modern man"	"1978-01-01"	7	"513-518"	"Olivier G."	74	NA	18927	NA	"SCOPUS_ID:0018173587"	0.18	0	0.3	0.51	0	0	0	0	0	0	3	"2-s2.0-0018173587"	"S0047248478800207"	0.026	0.906	0.068	0.9932	"2-s2.0-0018173587"	"S0047248478800207"	"1978"
"2-s2.0-0015896022"	"10.1016/0047-2484(73)90123-1"	"0047-2484(73)90123-1"	"Endocranial volumes of early African hominids, and the role of the brain in human mosaic evolution"	"1973-01-01"	2	"449-459"	"Holloway R."	46	NA	18927	NA	"SCOPUS_ID:0015896022"	0	0	0.42	0.03	0.28	0.16	0	0	0	0.11	2	"2-s2.0-0015896022"	"0047-2484(73)90123-1"	0.027	0.858	0.114	0.9999	"2-s2.0-0015896022"	"0047-2484(73)90123-1"	"1973"
"2-s2.0-84971554666"	"10.1016/j.jhevol.2015.02.004"	"S0047248415000238"	"The Middle Pleistocene tunnel valley at Schöningen as a Paleolithic archive"	"2013-05-30"	89	"18-26"	"Lang J."	24	NA	18927	25747317	"SCOPUS_ID:84971554666"	0	0.47	0	0	0	0	0.53	0	0	0	6	"2-s2.0-84971554666"	"S0047248415000238"	0.03	0.914	0.056	0.9986	"2-s2.0-84971554666"	"S0047248415000238"	"2013"
"2-s2.0-85059779444"	"10.1016/j.jhevol.2018.11.003"	"S0047248417304025"	"Neandertal foot remains from Regourdou 1 (Montignac-sur-Vézère, Dordogne, France)"	"2019-03-01"	128	"17-44"	"Pablos A."	2	NA	18927	30825980	"SCOPUS_ID:85059779444"	0.51	0	0	0.05	0	0	0	0.44	0	0	0	"2-s2.0-85059779444"	"S0047248417304025"	0.01	0.934	0.057	0.9999	"2-s2.0-85059779444"	"S0047248417304025"	"2019"
"2-s2.0-0013508825"	"10.1016/S0047-2484(86)80029-X"	"S004724848680029X"	"A cercopithecoid tooth from the pliocene of Malawi"	"1986-01-01"	15	"497-500"	"Bromage T."	13	NA	18927	NA	"SCOPUS_ID:0013508825"	0	0.7	0	0	0.09	0	0	0.03	0.18	0	1	"2-s2.0-0013508825"	"S004724848680029X"	0.022	0.899	0.079	0.9963	"2-s2.0-0013508825"	"S004724848680029X"	"1986"
"2-s2.0-85032508908"	"10.1016/j.jhevol.2017.09.004"	"S0047248417301227"	"Chimpanzee vertebrate consumption: Savanna and forest chimpanzees compared"	"2017-11-01"	112	"30-40"	"Moore J."	10	NA	18927	29037414	"SCOPUS_ID:85032508908"	0	0.1	0	0	0	0.01	0.03	0	0	0.86	9	"2-s2.0-85032508908"	"S0047248417301227"	0.03	0.874	0.096	0.9999	"2-s2.0-85032508908"	"S0047248417301227"	"2017"
"2-s2.0-84960158410"	"10.1016/j.jhevol.2015.12.004"	"S0047248415002985"	"Primary bone microanatomy records developmental aspects of life history in catarrhine primates"	"2016-03-01"	92	"60-79"	"McFarlin S.C."	10	NA	18927	26989017	"SCOPUS_ID:84960158410"	0	0	0.22	0.27	0	0.28	0.06	0	0.06	0.11	5	"2-s2.0-84960158410"	"S0047248415002985"	0.018	0.889	0.093	1	"2-s2.0-84960158410"	"S0047248415002985"	"2016"
"2-s2.0-85048570703"	"10.1016/j.jhevol.2018.05.006"	"S0047248418300332"	"New fossils from Tadkeshwar Mine (Gujarat, India) increase primate diversity from the early Eocene Cambay Shale"	"2018-09-01"	122	"93-107"	"Rose K."	5	NA	18927	29886006	"SCOPUS_ID:85048570703"	0	0.05	0	0	0.17	0.16	0	0.37	0.25	0	7	"2-s2.0-85048570703"	"S0047248418300332"	0.036	0.877	0.087	0.9999	"2-s2.0-85048570703"	"S0047248418300332"	"2018"
"2-s2.0-0016710642"	"10.1016/0047-2484(75)90069-X"	"004724847590069X"	"The absolute dating of Upper Pleistocene subSaharan fossil hominids and their place in human evolution"	"1975-01-01"	4	"297-322"	"Protsch R."	39	NA	18927	NA	"SCOPUS_ID:0016710642"	0.19	0.07	0.39	0	0.02	0	0.34	0	0	0	2	"2-s2.0-0016710642"	"004724847590069X"	0.031	0.924	0.046	0.9987	"2-s2.0-0016710642"	"004724847590069X"	"1975"
"2-s2.0-0033174476"	"10.1006/jhev.1999.0330"	"S0047248499903305"	"Pattern and process in the evolution of primate nails and claws"	"1999-01-01"	37	"293-297"	"Hamrick M."	16	NA	18927	10444354	"SCOPUS_ID:0033174476"	0	0	0.15	0	0	0	0.06	0.78	0	0	7	"2-s2.0-0033174476"	"S0047248499903305"	0.017	0.955	0.028	0.6249	"2-s2.0-0033174476"	"S0047248499903305"	"1999"
"2-s2.0-0021048655"	"10.1016/S0047-2484(83)80028-1"	"S0047248483800281"	"The origin and dispersal of the Polynesians: Some recent evidences"	"1983-01-01"	12	"501-503"	"Brockway R."	2	NA	18927	NA	"SCOPUS_ID:0021048655"	0	0.15	0.68	0	0	0	0.16	0.01	0	0	2	"2-s2.0-0021048655"	"S0047248483800281"	0.023	0.898	0.079	0.9976	"2-s2.0-0021048655"	"S0047248483800281"	"1983"
"2-s2.0-84855200814"	"10.1016/j.jhevol.2011.09.005"	"S0047248411002016"	"Paleoclimate during Neandertal and anatomically modern human occupation at Amud and Qafzeh, Israel: The stable isotope data"	"2012-01-01"	62	"59-73"	"Hallin K.A."	19	NA	18927	NA	"SCOPUS_ID:84855200814"	0.12	0.48	0	0	0	0	0.29	0	0.07	0.04	1	"2-s2.0-84855200814"	"S0047248411002016"	0.024	0.871	0.104	1	"2-s2.0-84855200814"	"S0047248411002016"	"2012"
"2-s2.0-0034113708"	"10.1006/jhev.1999.0375"	"S0047248499903755"	"Locomotor energetics and leg length in hominid bipedality"	"2000-01-01"	38	"651-666"	"Kramer P."	67	NA	18927	10799258	"SCOPUS_ID:0034113708"	0	0.09	0	0.82	0.06	0	0	0	0	0.03	3	"2-s2.0-0034113708"	"S0047248499903755"	0.017	0.905	0.078	0.9986	"2-s2.0-0034113708"	"S0047248499903755"	"2000"
"2-s2.0-85049301705"	"10.1016/j.jhevol.2018.04.014"	"S0047248418301489"	"Pleistocene animal communities of a 1.5 million-year-old lake margin grassland and their relationship to Homo erectus paleoecology"	"2018-09-01"	122	"70-83"	"Roach N.T."	7	NA	18927	29970233	"SCOPUS_ID:85049301705"	0	0.6	0	0.15	0.02	0.06	0.11	0	0	0.06	1	"2-s2.0-85049301705"	"S0047248418301489"	0.024	0.89	0.086	0.9999	"2-s2.0-85049301705"	"S0047248418301489"	"2018"
"2-s2.0-84955713840"	"10.1016/j.jhevol.2015.01.004"	"S0047248415000111"	"Giant subfossil lemur graveyard discovered, submerged, in Madagascar"	"2015-01-15"	81	"83-87"	"Rosenberger A.L."	5	NA	18927	25747318	"SCOPUS_ID:84955713840"	0	0.35	0.07	0	0.02	0.11	0.32	0.1	0	0.02	1	"2-s2.0-84955713840"	"S0047248415000111"	0.016	0.891	0.094	0.9996	"2-s2.0-84955713840"	"S0047248415000111"	"2015"
